"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Repo creation fixture should have produced a valid repo name.","0","test_create_repo_returns_201","tests","2026-07-30","failed","2026-07-30","TestRepositories","test_repositories","",""
"Sanity check — a valid token should succeed.","126","test_valid_token_returns_200","tests","2026-07-30","passed","2026-07-30","TestAuthentication","test_auth","",""
"PATCH /repos/:owner/:repo successfully updates the description.","0","test_update_repo_description","tests","2026-07-30","failed","2026-07-30","TestRepositories","test_repositories","",""
"GET /user without any credentials returns 401.","66","test_no_auth_returns_401_for_private_endpoint","tests","2026-07-30","passed","2026-07-30","TestAuthentication","test_auth","",""
"GET /users/:username also matches the user JSON schema.","92","test_public_user_response_schema","tests","2026-07-30","passed","2026-07-30","TestUsers","test_users","",""
"Setting per_page limits the number of repos returned.","140","test_repos_pagination_per_page","tests","2026-07-30","passed","2026-07-30","TestRepositories","test_repositories","",""
"PATCH /user accepts a write and echoes the stored value back.

        This deliberately writes the bio back to whatever it already is, rather
        than setting a test string and restoring it afterwards.

        The earlier version set the bio to ""Updated bio from automated test"" and
        restored it on the next line. That is safe right up until the process is
        killed between those two calls - a cancelled workflow, a runner timeout,
        a rate limit - and then a real, public GitHub profile is left advertising
        that it is being written to by a test suite. On a nightly schedule that
        is several chances a week to leave it that way.

        Writing the current value back is idempotent: it exercises the same
        endpoint, the same auth, the same status code and the same response
        shape, and there is no window in which the account is in a state anyone
        has to clean up. Please do not ""improve"" this back into a mutation.
        ","358","test_patch_authenticated_user_is_accepted","tests","2026-07-30","passed","2026-07-30","TestUsers","test_users","",""
"POST /repos/:owner/:repo/issues/:number/comments adds a comment.","429","test_add_comment_to_issue","tests","2026-07-30","passed","2026-07-30","TestIssues","test_issues","",""
"GET /repos/:owner/:repo/issues?state=closed returns only closed issues.","189","test_list_issues_filter_by_state","tests","2026-07-30","passed","2026-07-30","TestIssues","test_issues","",""
"The test_issue fixture should have created an issue successfully.","0","test_create_issue_returns_201","tests","2026-07-30","passed","2026-07-30","TestIssues","test_issues","",""
"GET /repos/:owner/:repo with bogus names returns 404.","82","test_get_nonexistent_repo_returns_404","tests","2026-07-30","passed","2026-07-30","TestRepositories","test_repositories","",""
"GET /users/:username/following returns a list.","111","test_list_user_following","tests","2026-07-30","passed","2026-07-30","TestUsers","test_users","",""
"Creating a repo with the same name as an existing one returns 422.","0","test_create_duplicate_repo_returns_422","tests","2026-07-30","failed","2026-07-30","TestRepositories","test_repositories","",""
"Responses should return application/json content type.","313","test_response_content_type_is_json","tests","2026-07-30","passed","2026-07-30","TestRepositories","test_repositories","",""
"When results are paginated, the response includes a Link header.","154","test_repos_pagination_link_header","tests","2026-07-30","passed","2026-07-30","TestRepositories","test_repositories","",""
"Unauthorized responses include a documentation_url for debugging.","42","test_401_response_has_documentation_url","tests","2026-07-30","passed","2026-07-30","TestAuthentication","test_auth","",""
"Every authenticated response should include rate-limit headers.","266","test_response_includes_rate_limit_headers","tests","2026-07-30","passed","2026-07-30","TestRepositories","test_repositories","",""
"GET /users/:username/followers returns a list.","65","test_list_user_followers","tests","2026-07-30","passed","2026-07-30","TestUsers","test_users","",""
"GET /repos/:owner/:repo/issues/:number matches the issue JSON schema.","134","test_get_issue_response_schema","tests","2026-07-30","passed","2026-07-30","TestIssues","test_issues","",""
"PATCH /repos/:owner/:repo/issues/:number can close an issue.","558","test_close_issue","tests","2026-07-30","passed","2026-07-30","TestIssues","test_issues","",""
"Public endpoints like /zen work without auth.","96","test_unauthenticated_public_endpoint_returns_200","tests","2026-07-30","passed","2026-07-30","TestAuthentication","test_auth","",""
"GET /user/repos returns a list for authenticated users.","330","test_get_authenticated_user_repos","tests","2026-07-30","passed","2026-07-30","TestRepositories","test_repositories","",""
"POST /repos/:owner/:repo/issues/:number/labels adds labels.","653","test_add_label_to_issue","tests","2026-07-30","passed","2026-07-30","TestIssues","test_issues","",""
"GET /user returns 200 for an authenticated user.","78","test_get_authenticated_user_returns_200","tests","2026-07-30","passed","2026-07-30","TestUsers","test_users","",""
"A request with a garbage token should be rejected.","46","test_invalid_token_returns_401","tests","2026-07-30","passed","2026-07-30","TestAuthentication","test_auth","",""
"GET /users/:username returns the same user info.","95","test_get_user_by_username","tests","2026-07-30","passed","2026-07-30","TestUsers","test_users","",""
"POST /user/repos without a name field returns 422.","92","test_create_repo_without_name_returns_422","tests","2026-07-30","failed","2026-07-30","TestRepositories","test_repositories","",""
"Unauthorized responses include a human-readable message.","44","test_401_response_has_message","tests","2026-07-30","passed","2026-07-30","TestAuthentication","test_auth","",""
